GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_INT,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,DGSTFN,VISIT_AREA_NM_CODE
0,20.0,4.0,1.0,1.0,4.0,7.0,4.0,2.0,6.0,7.0,0.0,22,영화의전당,3,4.0,6222
0,50.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,3,청춘조각공원,1,4.0,8483
0,30.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,1.0,3.0,1.0,3,동궁과월지,2,5.0,2419
0,20.0,2.0,1.0,2.0,4.0,2.0,6.0,2.0,7.0,1.0,1.0,4,맹방해수욕장,1,4.0,3004
1,30.0,2.0,6.0,4.0,1.0,6.0,6.0,2.0,6.0,2.0,2.0,23,해운대해수욕장,1,5.0,9622
1,40.0,6.0,2.0,1.0,1.0,1.0,4.0,7.0,5.0,1.0,2.0,1,국립춘천박물관,2,5.0,1191
0,30.0,1.0,1.0,1.0,6.0,2.0,1.0,7.0,7.0,1.0,4.0,2,한국대중음악박물관,2,4.0,9361
1,20.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,5.0,3.0,1.0,6,영월패러글라이딩,5,5.0,6182
1,20.0,3.0,2.0,3.0,6.0,6.0,6.0,7.0,3.0,3.0,1.0,2,황리단길,4,5.0,9980
1,40.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,6.0,8.0,3.0,3,첨성대,2,5.0,8386
1,30.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3,소돌해변,1,5.0,4838
0,20.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,6.0,2.0,1.0,22,들꽃사랑,4,5.0,2593
0,20.0,4.0,6.0,1.0,1.0,4.0,3.0,7.0,7.0,2.0,4.0,22,도째비골스카이밸리,1,5.0,2364
1,20.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,7.0,7.0,0.0,2,의암호스카이워크,7,5.0,7075
1,20.0,3.0,1.0,2.0,5.0,4.0,3.0,5.0,4.0,3.0,1.0,3,경주성동시장,4,5.0,619
1,40.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,3.0,11,국립경주박물관 어린이박물관,2,5.0,1108
0,20.0,2.0,2.0,5.0,3.0,1.0,3.0,7.0,2.0,2.0,1.0,3,황리단길,4,4.0,9980
1,30.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,3.0,1.0,23,성인대,1,5.0,4725
0,60.0,2.0,4.0,2.0,6.0,5.0,6.0,2.0,7.0,1.0,1.0,2,설악산국립공원 설악동탐방지원센터,1,3.0,4642
1,30.0,1.0,6.0,1.0,3.0,6.0,2.0,2.0,5.0,9.0,6.0,3,외옹치해변,1,4.0,6563
0,50.0,3.0,3.0,2.0,3.0,5.0,4.0,1.0,6.0,3.0,1.0,3,금시당백곡재,2,5.0,1377
0,40.0,1.0,2.0,1.0,4.0,7.0,1.0,7.0,2.0,7.0,2.0,3,칠서휴게소 양평방향,4,4.0,8657
0,30.0,2.0,3.0,2.0,3.0,5.0,6.0,5.0,3.0,3.0,2.0,25,롯데마트 서울역점,4,3.0,2736
0,30.0,6.0,2.0,7.0,2.0,4.0,5.0,6.0,6.0,3.0,1.0,1,롯데프리미엄아울렛 동부산점,4,5.0,2843
0,30.0,6.0,4.0,5.0,4.0,3.0,5.0,2.0,6.0,1.0,1.0,4,밀락 더 마켓,3,4.0,3398
0,20.0,6.0,1.0,2.0,7.0,6.0,6.0,5.0,7.0,5.0,0.0,22,강릉네컷,4,4.0,355
1,30.0,2.0,2.0,6.0,1.0,1.0,7.0,2.0,7.0,3.0,1.0,4,BIFF광장,4,5.0,71
0,20.0,5.0,6.0,5.0,2.0,2.0,4.0,3.0,6.0,1.0,1.0,24,문화공감 수정,2,4.0,3295
0,40.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,7.0,6.0,0.0,3,월정사,2,4.0,6899
1,30.0,2.0,6.0,2.0,1.0,2.0,5.0,2.0,5.0,1.0,1.0,21,강문해변,1,5.0,375
0,20.0,5.0,2.0,6.0,5.0,5.0,6.0,5.0,3.0,7.0,0.0,3,월정사,2,5.0,6899
0,40.0,5.0,3.0,3.0,1.0,1.0,2.0,5.0,7.0,3.0,3.0,21,서피비치,5,5.0,4522
0,20.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,3.0,1.0,9,육림고개,4,3.0,6997
1,40.0,2.0,2.0,1.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,23,휴휴암,1,5.0,10068
1,30.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,1.0,3,월송정,1,4.0,6878
0,50.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,7.0,1.0,2.0,22,강릉월화거리,4,5.0,364
0,30.0,4.0,2.0,1.0,1.0,2.0,4.0,6.0,2.0,2.0,1.0,3,와인터널,3,4.0,6515
1,20.0,5.0,1.0,2.0,4.0,2.0,2.0,2.0,6.0,1.0,0.0,21,센텀시티 스파랜드,6,5.0,4797
1,20.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,3,대릉원,2,4.0,2080
0,20.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,2,경포해수욕장,1,4.0,667
1,20.0,4.0,2.0,4.0,3.0,6.0,4.0,6.0,6.0,1.0,0.0,22,태종대 다누비열차,1,5.0,8872
0,20.0,2.0,7.0,2.0,4.0,6.0,5.0,4.0,5.0,1.0,1.0,1,절영해안산책로,7,5.0,7673
1,50.0,5.0,6.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,1,설악산자생식물원,6,5.0,4648
0,30.0,4.0,3.0,2.0,4.0,6.0,5.0,6.0,4.0,4.0,1.0,4,해운대해수욕장,1,5.0,9622
0,20.0,7.0,1.0,1.0,1.0,6.0,2.0,6.0,7.0,1.0,1.0,3,국립경주박물관,2,5.0,1107
0,20.0,2.0,6.0,5.0,1.0,5.0,7.0,1.0,7.0,4.0,0.0,28,곤륜산 활공장,1,5.0,810
0,20.0,1.0,4.0,2.0,4.0,3.0,3.0,6.0,2.0,3.0,3.0,3,낙산사,2,4.0,1582
1,30.0,5.0,4.0,5.0,1.0,6.0,4.0,5.0,6.0,1.0,0.0,23,부산진성,2,4.0,3815
1,20.0,4.0,4.0,1.0,5.0,4.0,6.0,1.0,7.0,3.0,1.0,3,대릉원,2,4.0,2080
1,30.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,7.0,0.0,3,화천박물관,2,1.0,9942
0,20.0,3.0,2.0,3.0,2.0,4.0,5.0,2.0,6.0,3.0,3.0,22,민락더마켓,3,4.0,3388
1,20.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,5.0,2.0,0.0,4,수성못,1,2.0,5071
0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,10.0,0.0,6,해동용궁사,1,5.0,9573
0,40.0,6.0,4.0,4.0,2.0,3.0,2.0,6.0,4.0,8.0,2.0,1,복천박물관,2,5.0,3728
1,20.0,6.0,2.0,1.0,2.0,2.0,4.0,7.0,3.0,3.0,1.0,2,경주월드,6,4.0,635
0,30.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,7.0,3.0,2.0,3,동궁과월지,2,3.0,2419
1,20.0,4.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,3,밀양유원지 도깨비유원지,5,5.0,3410
0,20.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,9,경상남도수목원,1,5.0,575
1,40.0,4.0,6.0,2.0,6.0,6.0,6.0,7.0,7.0,8.0,3.0,8,장생포고래문화마을,7,5.0,7512
0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,1.0,1.0,1,강릉중앙시장,4,4.0,368
0,20.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,1.0,0.0,9,태화강국가정원,8,5.0,8885
1,60.0,2.0,4.0,4.0,3.0,2.0,5.0,1.0,5.0,1.0,0.0,3,대성교회,2,3.0,2113
0,30.0,2.0,4.0,2.0,2.0,6.0,2.0,2.0,7.0,2.0,1.0,2,국립칠곡숲체원,1,3.0,1192
1,50.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,0.0,24,이사부사자공원,1,3.0,7199
1,20.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,2.0,6.0,0.0,7,수성못,8,3.0,5071
0,50.0,6.0,5.0,6.0,4.0,5.0,6.0,7.0,4.0,3.0,4.0,6,보리암,1,5.0,3678
0,30.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,7.0,3.0,1.0,5,경포호,1,4.0,668
0,30.0,6.0,3.0,1.0,5.0,6.0,5.0,2.0,7.0,8.0,3.0,9,진주성,3,5.0,8181
1,40.0,5.0,2.0,2.0,1.0,3.0,6.0,6.0,1.0,6.0,3.0,2,원주한지테마파크,6,4.0,6836
0,30.0,3.0,2.0,5.0,3.0,5.0,2.0,7.0,7.0,5.0,0.0,3,첨성대,2,5.0,8386
0,30.0,6.0,4.0,5.0,4.0,3.0,5.0,2.0,6.0,1.0,1.0,4,해동용궁사,2,4.0,9573
1,30.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,6.0,1.0,1.0,4,백두산횟집,4,5.0,3537
0,50.0,1.0,3.0,1.0,3.0,2.0,6.0,2.0,6.0,3.0,2.0,22,송정해수욕장,1,5.0,5009
0,30.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,7.0,2.0,1.0,21,파크로쉬리조트앤웰니스,5,5.0,9009
0,30.0,4.0,7.0,6.0,5.0,6.0,6.0,7.0,7.0,1.0,3.0,22,맹방해수욕장,1,3.0,3004
0,20.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,6.0,2.0,1.0,2,보문호,1,5.0,3687
0,50.0,2.0,7.0,1.0,4.0,4.0,2.0,5.0,5.0,2.0,1.0,23,향호,1,4.0,9669
0,20.0,5.0,3.0,2.0,4.0,3.0,2.0,6.0,6.0,3.0,3.0,1,광안리해양레포츠센터,5,4.0,946
1,50.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,7.0,3.0,2.0,21,휴휴암,2,5.0,10068
1,20.0,4.0,2.0,4.0,5.0,6.0,5.0,2.0,3.0,1.0,0.0,2,아르떼뮤지엄 강릉,3,5.0,5565
1,30.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,동궁과월지,2,4.0,2419
0,40.0,3.0,1.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,2.0,3,황산전통한옥마을,7,5.0,9995
1,30.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,2,와우동전노래연습장,3,4.0,6506
1,50.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2,용평리조트,6,1.0,6648
0,40.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,4.0,10,덕구온천내 셀프다이닝,3,5.0,2270
0,20.0,4.0,1.0,1.0,4.0,7.0,4.0,2.0,6.0,7.0,0.0,22,롯데백화점 광복점,4,5.0,2765
0,40.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,5.0,1.0,3.0,3,대릉원,2,4.0,2080
0,20.0,3.0,3.0,2.0,6.0,6.0,6.0,5.0,7.0,7.0,0.0,22,대구약령시문화거리,4,4.0,2053
1,20.0,6.0,2.0,6.0,2.0,6.0,6.0,2.0,7.0,3.0,1.0,22,광안리해수욕장,1,5.0,945
0,20.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,2,후정해수욕장,1,4.0,10040
0,20.0,4.0,4.0,4.0,4.0,1.0,4.0,7.0,4.0,1.0,1.0,1,경포해수욕장,1,5.0,667
0,20.0,4.0,3.0,3.0,4.0,4.0,6.0,4.0,5.0,4.0,1.0,1,에나몰,4,4.0,5910
1,20.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,0.0,3,교촌마을,7,4.0,1027
1,30.0,2.0,1.0,1.0,2.0,2.0,3.0,6.0,7.0,7.0,1.0,1,동부,2,4.0,2478
0,20.0,1.0,7.0,7.0,4.0,7.0,7.0,1.0,5.0,2.0,1.0,3,월화거리,4,5.0,6908
0,30.0,2.0,6.0,2.0,4.0,6.0,3.0,2.0,6.0,10.0,2.0,9,장생포고래박물관,2,4.0,7513
0,20.0,6.0,2.0,4.0,3.0,6.0,5.0,2.0,6.0,5.0,1.0,7,강문해변,1,5.0,375
0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,3.0,1.0,22,만세공원,1,3.0,2944
0,20.0,4.0,5.0,4.0,1.0,4.0,4.0,1.0,2.0,3.0,1.0,3,경주역사유적지구,2,5.0,630
0,20.0,6.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,0.0,1,경포해수욕장,1,4.0,667
1,20.0,2.0,2.0,2.0,7.0,2.0,1.0,5.0,7.0,3.0,2.0,22,광안리해수욕장,1,5.0,945
0,60.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,1.0,3,주문진수산물 좌판풍물시장,4,4.0,7991
0,30.0,1.0,6.0,1.0,6.0,6.0,3.0,2.0,7.0,1.0,0.0,9,함안둑방길,7,5.0,9524
0,30.0,6.0,2.0,4.0,2.0,1.0,4.0,6.0,4.0,10.0,4.0,3,동궁과월지,2,5.0,2419
0,40.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,21,팔우정공원,1,3.0,9038
1,30.0,4.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,5.0,0.0,22,도깨비촬영지,2,4.0,2320
1,50.0,5.0,3.0,1.0,4.0,2.0,1.0,5.0,4.0,1.0,3.0,1,해동용궁사,2,4.0,9573
1,40.0,3.0,1.0,5.0,1.0,7.0,7.0,1.0,5.0,2.0,3.0,10,휘닉스평창 곤돌라,1,5.0,10057
0,20.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,1.0,25,정암해수욕장,1,3.0,7712
0,20.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,22,가산수피아,1,5.0,250
0,30.0,6.0,3.0,5.0,2.0,4.0,6.0,6.0,2.0,1.0,0.0,1,롯데마트 동부산점,4,5.0,2729
1,30.0,7.0,6.0,2.0,3.0,7.0,5.0,2.0,2.0,2.0,1.0,3,세인트존스호텔,3,4.0,4773
0,20.0,2.0,1.0,1.0,3.0,1.0,1.0,7.0,6.0,4.0,0.0,10,속초관광수산시장,4,3.0,4927
1,40.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,6.0,3.0,3.0,3,서축암,2,5.0,4499
0,60.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,21,해동용궁사,2,4.0,9573
0,30.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,6.0,2.0,2.0,10,속초해수욕장,1,4.0,4940
1,50.0,5.0,6.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,1,미시령옛길,1,5.0,3369
0,20.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,7.0,2.0,1.0,1,영덕해파랑공원,1,4.0,6148
0,20.0,2.0,3.0,2.0,5.0,3.0,6.0,6.0,6.0,1.0,1.0,22,춘천닭갈비마을,7,4.0,8570
0,30.0,4.0,4.0,2.0,4.0,2.0,1.0,5.0,2.0,3.0,1.0,5,초량이바구길,7,4.0,8520
1,40.0,5.0,2.0,2.0,1.0,3.0,6.0,6.0,1.0,6.0,3.0,2,술이봉,1,4.0,5202
0,60.0,2.0,6.0,1.0,7.0,7.0,1.0,1.0,2.0,2.0,3.0,1,효석달빛언덕,3,5.0,10030
1,30.0,2.0,1.0,2.0,3.0,4.0,3.0,5.0,6.0,1.0,1.0,2,경주황룡사지,1,5.0,648
0,20.0,1.0,2.0,1.0,2.0,6.0,2.0,1.0,7.0,7.0,0.0,3,삼판서고택,2,5.0,4208
0,20.0,4.0,1.0,4.0,6.0,6.0,4.0,5.0,2.0,1.0,1.0,9,스파크랜드,6,5.0,5278
0,30.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,7.0,3.0,2.0,3,황리단길,4,4.0,9980
1,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,6,대구 엑스코 오디토리움,3,4.0,2030
0,40.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,6.0,8.0,0.0,3,"막구지기 별빛광장, 일산해수욕장",1,4.0,2926
0,30.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,7.0,3.0,1.0,5,경포해수욕장,1,4.0,667
0,20.0,3.0,2.0,1.0,6.0,5.0,3.0,2.0,3.0,3.0,1.0,24,속초관광수산시장,4,5.0,4927
0,20.0,1.0,4.0,2.0,6.0,2.0,2.0,6.0,6.0,7.0,0.0,21,속초해수욕장,1,4.0,4940
1,20.0,4.0,3.0,1.0,5.0,5.0,5.0,5.0,7.0,7.0,0.0,4,해리단길,4,2.0,9577
1,30.0,2.0,2.0,6.0,1.0,1.0,7.0,2.0,7.0,3.0,1.0,4,흰여울문화마을,7,5.0,10082
0,20.0,3.0,2.0,6.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,3,삼척시립박물관,2,4.0,4192
0,20.0,2.0,3.0,1.0,2.0,4.0,4.0,1.0,7.0,1.0,0.0,6,칠성시장,4,4.0,8660
0,30.0,4.0,3.0,1.0,4.0,3.0,3.0,5.0,7.0,1.0,0.0,6,맹방해수욕장,1,4.0,3004
1,30.0,1.0,4.0,1.0,5.0,4.0,5.0,2.0,4.0,1.0,0.0,27,논골담길,7,5.0,1819
0,50.0,1.0,1.0,4.0,5.0,6.0,5.0,5.0,4.0,7.0,2.0,11,용화해변,1,4.0,6654
1,30.0,4.0,2.0,1.0,3.0,6.0,2.0,4.0,7.0,3.0,2.0,2,밀양아리랑시장,4,4.0,3409
0,30.0,5.0,1.0,1.0,1.0,4.0,6.0,6.0,3.0,2.0,1.0,1,옵스 롯데백화점 광복점,4,5.0,6495
0,20.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,1,세계주류마켓,4,5.0,4748
0,50.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,8,망상해변,1,5.0,2974
1,60.0,2.0,2.0,2.0,4.0,4.0,2.0,6.0,7.0,7.0,0.0,3,영월관광센터,3,5.0,6176
1,30.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,22,연지공원,1,5.0,6096
1,30.0,6.0,3.0,2.0,3.0,4.0,5.0,2.0,3.0,2.0,1.0,2,소양강스카이워크,1,2.0,4880
0,30.0,2.0,2.0,4.0,2.0,2.0,6.0,2.0,7.0,1.0,1.0,23,소노펠리체 빌리지델피노,6,5.0,4830
0,20.0,2.0,1.0,1.0,5.0,7.0,1.0,5.0,6.0,2.0,1.0,22,안동2지구공원,1,5.0,5682
0,50.0,5.0,3.0,2.0,2.0,5.0,3.0,2.0,6.0,2.0,0.0,28,점봉산산림생태관리센터,1,5.0,7677
1,50.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,22,광안리해수욕장,1,5.0,945
0,30.0,7.0,1.0,4.0,4.0,6.0,4.0,7.0,1.0,1.0,0.0,23,초량차이나타운,4,5.0,8521
0,40.0,1.0,4.0,2.0,1.0,1.0,6.0,3.0,4.0,7.0,1.0,22,대왕암공원,1,5.0,2130
0,30.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2,수리봉,1,3.0,5046
0,30.0,3.0,3.0,1.0,2.0,6.0,6.0,1.0,7.0,1.0,1.0,3,동궁과월지,1,5.0,2419
1,30.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,황리단길,4,4.0,9980
1,20.0,4.0,1.0,1.0,4.0,6.0,3.0,2.0,5.0,2.0,1.0,9,밀양 주말농장,1,5.0,3402
0,20.0,5.0,7.0,1.0,3.0,4.0,3.0,5.0,6.0,1.0,0.0,22,팔공산케이블카,6,4.0,9022
0,30.0,1.0,4.0,6.0,6.0,1.0,4.0,6.0,4.0,3.0,8.0,5,망상해변,1,4.0,2974
0,30.0,5.0,1.0,1.0,1.0,4.0,6.0,6.0,3.0,2.0,1.0,1,동백섬,1,5.0,2472
1,20.0,6.0,2.0,1.0,2.0,5.0,3.0,2.0,6.0,2.0,0.0,1,도림사,2,4.0,2347
0,30.0,2.0,2.0,1.0,5.0,5.0,4.0,2.0,3.0,1.0,1.0,9,화천서원,2,5.0,9943
0,20.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,7.0,9.0,1.0,26,부산 GAME D,6,5.0,3783
1,30.0,2.0,1.0,4.0,2.0,4.0,6.0,2.0,7.0,3.0,1.0,22,중앙시장입구삼거리,4,4.0,8071
0,30.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,6.0,3.0,1.0,1,용두산,1,4.0,6585
0,20.0,1.0,7.0,7.0,2.0,1.0,2.0,7.0,5.0,2.0,1.0,12,스파크랜드,6,5.0,5278
0,30.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,5.0,2.0,0.0,8,정선아리랑시장,4,3.0,7707
0,40.0,2.0,1.0,6.0,4.0,2.0,2.0,5.0,7.0,2.0,0.0,6,중구문화의전당 함월홀,3,4.0,8036
0,20.0,1.0,2.0,1.0,2.0,2.0,2.0,7.0,6.0,7.0,0.0,12,이마트 창원점,4,5.0,7159
1,50.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,7.0,3.0,3.0,4,용두산공원,1,4.0,6586
0,20.0,2.0,2.0,2.0,3.0,3.0,3.0,7.0,6.0,2.0,1.0,2,오죽헌,2,5.0,6366
0,20.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,22,외옹치 바다향기로,1,4.0,6562
1,30.0,2.0,1.0,2.0,4.0,4.0,6.0,4.0,2.0,1.0,0.0,5,동백승마클럽,5,4.0,2473
1,50.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,22,광안리해수욕장,1,5.0,945
0,50.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,1.0,0.0,4,묵호항수변공원,1,5.0,3247
0,40.0,2.0,1.0,4.0,1.0,3.0,5.0,3.0,6.0,10.0,2.0,5,비발디파크 곤돌라,6,5.0,3958
1,30.0,5.0,2.0,1.0,4.0,6.0,3.0,2.0,6.0,2.0,0.0,6,두류공원,1,4.0,2538
1,20.0,6.0,1.0,1.0,3.0,6.0,4.0,2.0,6.0,3.0,1.0,22,태화강국가정원 십리대숲,6,5.0,8887
0,40.0,3.0,5.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,0.0,28,의성종합운동장,8,3.0,7068
1,50.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,0.0,24,삼척중앙시장,4,3.0,4194
1,60.0,2.0,4.0,5.0,3.0,3.0,5.0,6.0,3.0,3.0,1.0,13,홍천 사과 축제장,8,5.0,9863
0,30.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,10.0,0.0,10,울산대공원,1,4.0,6758
0,30.0,2.0,2.0,3.0,4.0,5.0,2.0,6.0,5.0,3.0,1.0,11,울진해양레포츠센터,5,5.0,6783
0,30.0,4.0,5.0,3.0,1.0,1.0,4.0,5.0,4.0,9.0,1.0,3,불국사,2,4.0,3911
0,30.0,2.0,1.0,2.0,6.0,1.0,2.0,7.0,1.0,2.0,1.0,22,중앙시장입구삼거리,4,3.0,8071
0,40.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,7.0,2.0,2.0,1,하조대,2,4.0,9323
0,40.0,1.0,4.0,2.0,5.0,6.0,4.0,4.0,5.0,3.0,3.0,26,사방기념공원,2,3.0,4046
1,30.0,2.0,2.0,1.0,4.0,6.0,2.0,2.0,5.0,2.0,1.0,28,무릉계곡관광지,1,4.0,3199
1,30.0,5.0,2.0,1.0,2.0,4.0,5.0,2.0,5.0,1.0,4.0,3,대릉원,2,3.0,2080
0,40.0,3.0,1.0,2.0,2.0,4.0,6.0,3.0,6.0,2.0,1.0,23,"무지개해안도로,부잔교갯벌탐방",1,3.0,3232
0,20.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,6.0,9.0,11.0,6,소금산그랜드밸리,1,4.0,4806
1,60.0,2.0,7.0,2.0,5.0,2.0,4.0,2.0,6.0,8.0,2.0,3,하목정,2,2.0,9294
0,20.0,5.0,2.0,1.0,4.0,7.0,6.0,2.0,6.0,1.0,0.0,3,첨성대,2,4.0,8386
1,30.0,1.0,1.0,6.0,3.0,3.0,2.0,2.0,7.0,3.0,1.0,22,영일대해수욕장,1,5.0,6190
0,20.0,2.0,6.0,2.0,6.0,1.0,2.0,2.0,7.0,7.0,0.0,22,유리알유희,4,5.0,6968
1,30.0,2.0,1.0,2.0,3.0,4.0,3.0,5.0,6.0,1.0,1.0,2,감은사지삼층석탑,2,5.0,310
0,30.0,2.0,2.0,1.0,3.0,6.0,4.0,6.0,5.0,1.0,0.0,9,강릉월화거리,7,3.0,364
1,20.0,4.0,2.0,2.0,3.0,5.0,5.0,2.0,7.0,7.0,1.0,22,대릉원,2,5.0,2080
0,30.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,8.0,2.0,3,동궁과월지,2,5.0,2419
1,30.0,2.0,1.0,4.0,5.0,4.0,2.0,3.0,7.0,1.0,5.0,23,용화산 둘레길,7,5.0,6653
0,30.0,2.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,2.0,1.0,2,노동당사,2,4.0,1766
1,40.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,0.0,12,문경새재오픈세트장,2,4.0,3257
0,20.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,0.0,3,첨성대,2,4.0,8386
0,20.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,6.0,3.0,1.0,3,대릉원,2,5.0,2080
1,40.0,2.0,3.0,2.0,5.0,3.0,5.0,3.0,6.0,1.0,1.0,1,신세계백화점 동대구점,4,3.0,5388
0,50.0,1.0,1.0,3.0,6.0,2.0,4.0,6.0,5.0,4.0,0.0,2,금오랜드,6,5.0,1384
0,20.0,2.0,2.0,2.0,3.0,4.0,2.0,6.0,7.0,1.0,0.0,21,송지호해수욕장,1,4.0,5013
0,40.0,1.0,4.0,7.0,2.0,1.0,1.0,7.0,7.0,2.0,0.0,3,명인안동소주 동림직판장,4,5.0,3072
0,20.0,7.0,6.0,2.0,2.0,2.0,4.0,2.0,6.0,3.0,1.0,1,월정교,2,5.0,6891
0,60.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,6.0,6.0,1.0,1,포항해상스카이워크,6,4.0,9157
1,40.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,6.0,2.0,2.0,2,봉평전통시장,4,3.0,3765
0,30.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,2,속초관광수산시장,4,3.0,4927
1,50.0,3.0,6.0,7.0,1.0,1.0,7.0,7.0,6.0,1.0,0.0,24,진하해수욕장,1,4.0,8198
0,50.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,0.0,2,강정보디아크광장,7,5.0,391
